postcode,postcodelat,postcodelong,lsoacode,lsoaname,lsoalat,lsoalong,IMD-rank
B23 6NS,52.529654,-1.845762,E01009002,Birmingham 023A,52.5336,-1.84442,646
B23 5QA,52.534405,-1.841971,E01009002,Birmingham 023A,52.5336,-1.84442,646
B23 5QB,52.534917,-1.842043,E01009002,Birmingham 023A,52.5336,-1.84442,646
B23 5SA,52.532838,-1.840341,E01009002,Birmingham 023A,52.5336,-1.84442,646
B23 6NB,52.530084,-1.844626,E01009002,Birmingham 023A,52.5336,-1.84442,646
B23 5PN,52.534331,-1.840718,E01009002,Birmingham 023A,52.5336,-1.84442,646
B23 6ND,52.530381,-1.844801,E01009002,Birmingham 023A,52.5336,-1.84442,646
B23 5RN,52.533225,-1.847415,E01009002,Birmingham 023A,52.5336,-1.84442,646
B23 5PP,52.534139,-1.844493,E01009002,Birmingham 023A,52.5336,-1.84442,646
B23 5RP,52.532225,-1.845812,E01009002,Birmingham 023A,52.5336,-1.84442,646
B23 5PR,52.535187,-1.841895,E01009002,Birmingham 023A,52.5336,-1.84442,646
B23 5PS,52.535602,-1.842837,E01009002,Birmingham 023A,52.5336,-1.84442,646
B23 5RR,52.532368,-1.84478,E01009002,Birmingham 023A,52.5336,-1.84442,646
B23 5PT,52.536017,-1.84431,E01009002,Birmingham 023A,52.5336,-1.84442,646
B23 5SH,52.531625,-1.846994,E01009002,Birmingham 023A,52.5336,-1.84442,646
B23 5RS,52.532096,-1.84341,E01009002,Birmingham 023A,52.5336,-1.84442,646
B23 5PU,52.535262,-1.844209,E01009002,Birmingham 023A,52.5336,-1.84442,646
B23 5RT,52.532492,-1.843718,E01009002,Birmingham 023A,52.5336,-1.84442,646
B23 5RU,52.532608,-1.8427,E01009002,Birmingham 023A,52.5336,-1.84442,646
B23 5RB,52.531933,-1.841951,E01009002,Birmingham 023A,52.5336,-1.84442,646
B23 5PX,52.535162,-1.843177,E01009002,Birmingham 023A,52.5336,-1.84442,646
B23 5PY,52.534434,-1.843799,E01009002,Birmingham 023A,52.5336,-1.84442,646
B23 5RX,52.532696,-1.841638,E01009002,Birmingham 023A,52.5336,-1.84442,646
B23 5PZ,52.534218,-1.843284,E01009002,Birmingham 023A,52.5336,-1.84442,646
B23 6NR,52.530671,-1.846466,E01009002,Birmingham 023A,52.5336,-1.84442,646
B23 5RL,52.535141,-1.847998,E01009002,Birmingham 023A,52.5336,-1.84442,646
B29 6BU,52.440508,-1.930382,E01009290,Birmingham 096F,52.43875,-1.92997,22287
B29 6HQ,52.437954,-1.927885,E01009290,Birmingham 096F,52.43875,-1.92997,22287
B29 6DA,52.439267,-1.92856,E01009290,Birmingham 096F,52.43875,-1.92997,22287
B29 6DB,52.440751,-1.930117,E01009290,Birmingham 096F,52.43875,-1.92997,22287
B29 6EL,52.438153,-1.930371,E01009290,Birmingham 096F,52.43875,-1.92997,22287
B29 6BY,52.438988,-1.928766,E01009290,Birmingham 096F,52.43875,-1.92997,22287
B29 6EN,52.437506,-1.930357,E01009290,Birmingham 096F,52.43875,-1.92997,22287
B29 6EP,52.438467,-1.929664,E01009290,Birmingham 096F,52.43875,-1.92997,22287
B29 6HE,52.438781,-1.927428,E01009290,Birmingham 096F,52.43875,-1.92997,22287
B29 6ES,52.438611,-1.929355,E01009290,Birmingham 096F,52.43875,-1.92997,22287
B29 6ET,52.440266,-1.930971,E01009290,Birmingham 096F,52.43875,-1.92997,22287
B29 6HH,52.437136,-1.928784,E01009290,Birmingham 096F,52.43875,-1.92997,22287
B29 6HJ,52.436732,-1.929814,E01009290,Birmingham 096F,52.43875,-1.92997,22287
B29 6EW,52.438019,-1.931357,E01009290,Birmingham 096F,52.43875,-1.92997,22287
B17 0RJ,52.449396,-1.96243,E01009077,Birmingham 095C,52.44868,-1.96044,11540
B17 0TJ,52.446708,-1.961019,E01009077,Birmingham 095C,52.44868,-1.96044,11540
B17 0SA,52.446509,-1.959033,E01009077,Birmingham 095C,52.44868,-1.96044,11540
B17 0RL,52.448335,-1.960135,E01009077,Birmingham 095C,52.44868,-1.96044,11540
B17 0BD,52.45264,-1.957851,E01009077,Birmingham 095C,52.44868,-1.96044,11540
B29 5SL,52.445701,-1.960123,E01009077,Birmingham 095C,52.44868,-1.96044,11540
B17 0QD,52.448963,-1.957913,E01009077,Birmingham 095C,52.44868,-1.96044,11540
B17 0TL,52.446447,-1.961638,E01009077,Birmingham 095C,52.44868,-1.96044,11540
B17 0QE,52.448496,-1.957457,E01009077,Birmingham 095C,52.44868,-1.96044,11540
B17 0QF,52.44855,-1.958531,E01009077,Birmingham 095C,52.44868,-1.96044,11540
B17 0QG,52.449332,-1.959413,E01009077,Birmingham 095C,52.44868,-1.96044,11540
B17 0SG,52.447157,-1.958871,E01009077,Birmingham 095C,52.44868,-1.96044,11540
B17 0RR,52.447472,-1.960695,E01009077,Birmingham 095C,52.44868,-1.96044,11540
B29 6SY,52.444809,-1.955622,E01009077,Birmingham 095C,52.44868,-1.96044,11540
B17 0RS,52.447832,-1.963211,E01009077,Birmingham 095C,52.44868,-1.96044,11540
B17 0RT,52.448193,-1.965462,E01009077,Birmingham 095C,52.44868,-1.96044,11540
B17 0QL,52.451679,-1.959382,E01009077,Birmingham 095C,52.44868,-1.96044,11540
B17 0RB,52.448803,-1.963504,E01009077,Birmingham 095C,52.44868,-1.96044,11540
B17 0RX,52.447482,-1.963388,E01009077,Birmingham 095C,52.44868,-1.96044,11540
B17 0RD,52.449118,-1.963798,E01009077,Birmingham 095C,52.44868,-1.96044,11540
B17 0RY,52.44713,-1.960843,E01009077,Birmingham 095C,52.44868,-1.96044,11540
B17 0RE,52.448696,-1.965535,E01009077,Birmingham 095C,52.44868,-1.96044,11540
B29 6TA,52.445484,-1.957769,E01009077,Birmingham 095C,52.44868,-1.96044,11540
B17 0RF,52.448237,-1.963181,E01009077,Birmingham 095C,52.44868,-1.96044,11540
B17 0QQ,52.449684,-1.962135,E01009077,Birmingham 095C,52.44868,-1.96044,11540
B29 6TB,52.44516,-1.958123,E01009077,Birmingham 095C,52.44868,-1.96044,11540
B17 0TE,52.448624,-1.966315,E01009077,Birmingham 095C,52.44868,-1.96044,11540
B17 0RG,52.447849,-1.960577,E01009077,Birmingham 095C,52.44868,-1.96044,11540
B17 0QR,52.450249,-1.958,E01009077,Birmingham 095C,52.44868,-1.96044,11540
B17 0RH,52.449117,-1.960517,E01009077,Birmingham 095C,52.44868,-1.96044,11540
B17 0QS,52.449413,-1.957707,E01009077,Birmingham 095C,52.44868,-1.96044,11540
B29 6TD,52.444738,-1.957534,E01009077,Birmingham 095C,52.44868,-1.96044,11540
B17 0QT,52.44961,-1.956397,E01009077,Birmingham 095C,52.44868,-1.96044,11540
B45 9PE,52.396477,-1.999021,E01009165,Birmingham 129C,52.39538,-1.99575,5492
B45 9TX,52.394949,-1.991056,E01009165,Birmingham 129C,52.39538,-1.99575,5492
B45 8TQ,52.391937,-1.996053,E01009165,Birmingham 129C,52.39538,-1.99575,5492
B45 9TY,52.395299,-1.99376,E01009165,Birmingham 129C,52.39538,-1.99575,5492
B45 9TZ,52.395569,-1.997184,E01009165,Birmingham 129C,52.39538,-1.99575,5492
B45 8TS,52.392629,-1.994157,E01009165,Birmingham 129C,52.39538,-1.99575,5492
B45 8TT,52.392773,-1.993511,E01009165,Birmingham 129C,52.39538,-1.99575,5492
B45 8XR,52.393402,-1.992056,E01009165,Birmingham 129C,52.39538,-1.99575,5492
B45 8TU,52.393834,-1.994863,E01009165,Birmingham 129C,52.39538,-1.99575,5492
B45 8TW,52.392054,-1.993981,E01009165,Birmingham 129C,52.39538,-1.99575,5492
B45 8RE,52.394427,-1.996362,E01009165,Birmingham 129C,52.39538,-1.99575,5492
B45 8XU,52.393852,-1.992335,E01009165,Birmingham 129C,52.39538,-1.99575,5492
B45 8TX,52.393546,-1.995421,E01009165,Birmingham 129C,52.39538,-1.99575,5492
B45 8TD,52.394697,-1.990924,E01009165,Birmingham 129C,52.39538,-1.99575,5492
B45 9UA,52.395893,-1.994245,E01009165,Birmingham 129C,52.39538,-1.99575,5492
B45 9QD,52.395605,-1.998345,E01009165,Birmingham 129C,52.39538,-1.99575,5492
B45 8XX,52.393043,-1.993467,E01009165,Birmingham 129C,52.39538,-1.99575,5492
B45 8XY,52.394526,-1.994128,E01009165,Birmingham 129C,52.39538,-1.99575,5492
B45 8TH,52.392243,-1.995524,E01009165,Birmingham 129C,52.39538,-1.99575,5492
B45 8XZ,52.394265,-1.993511,E01009165,Birmingham 129C,52.39538,-1.99575,5492
B45 8TJ,52.391362,-1.995524,E01009165,Birmingham 129C,52.39538,-1.99575,5492
B45 9PB,52.39698,-2.001535,E01009165,Birmingham 129C,52.39538,-1.99575,5492
B45 8TL,52.392395,-1.994819,E01009165,Birmingham 129C,52.39538,-1.99575,5492
B45 9PD,52.396801,-1.999565,E01009165,Birmingham 129C,52.39538,-1.99575,5492
B45 8TN,52.392027,-1.994686,E01009165,Birmingham 129C,52.39538,-1.99575,5492
B32 1EG,52.459759,-1.998802,E01009253,Birmingham 080D,52.45873,-2.00235,13792
B32 1DR,52.461071,-2.004733,E01009253,Birmingham 080D,52.45873,-2.00235,13792
B32 1EH,52.459489,-2.002393,E01009253,Birmingham 080D,52.45873,-2.00235,13792
B32 1PJ,52.455524,-2.001289,E01009253,Birmingham 080D,52.45873,-2.00235,13792
B32 1DS,52.460595,-2.003261,E01009253,Birmingham 080D,52.45873,-2.00235,13792
B32 1DT,52.459849,-2.003203,E01009253,Birmingham 080D,52.45873,-2.00235,13792
B32 1RJ,52.455749,-2.002893,E01009253,Birmingham 080D,52.45873,-2.00235,13792
B32 1QU,52.456567,-2.003467,E01009253,Birmingham 080D,52.45873,-2.00235,13792
B32 1EJ,52.459031,-2.001466,E01009253,Birmingham 080D,52.45873,-2.00235,13792
B32 1DU,52.460208,-2.004777,E01009253,Birmingham 080D,52.45873,-2.00235,13792
B32 1DA,52.462222,-2.001804,E01009253,Birmingham 080D,52.45873,-2.00235,13792
B32 1DB,52.460999,-2.001952,E01009253,Birmingham 080D,52.45873,-2.00235,13792
B32 1RL,52.458069,-2.000185,E01009253,Birmingham 080D,52.45873,-2.00235,13792
B32 1BY,52.462923,-2.000539,E01009253,Birmingham 080D,52.45873,-2.00235,13792
B32 1QX,52.455974,-2.004586,E01009253,Birmingham 080D,52.45873,-2.00235,13792
B32 1DX,52.460981,-2.00597,E01009253,Birmingham 080D,52.45873,-2.00235,13792
B32 1DD,52.46028,-2.001554,E01009253,Birmingham 080D,52.45873,-2.00235,13792
B32 1RN,52.457673,-2.000009,E01009253,Birmingham 080D,52.45873,-2.00235,13792
B32 1QE,52.456963,-2.001525,E01009253,Birmingham 080D,52.45873,-2.00235,13792
B32 1DY,52.460891,-2.00647,E01009253,Birmingham 080D,52.45873,-2.00235,13792
B32 1HB,52.461098,-1.999656,E01009253,Birmingham 080D,52.45873,-2.00235,13792
B32 1DE,52.459732,-2.00126,E01009253,Birmingham 080D,52.45873,-2.00235,13792
B32 1DZ,52.459903,-2.004998,E01009253,Birmingham 080D,52.45873,-2.00235,13792
B32 1RP,52.458329,-2.000936,E01009253,Birmingham 080D,52.45873,-2.00235,13792
B32 1QG,52.457727,-2.002746,E01009253,Birmingham 080D,52.45873,-2.00235,13792
B32 1DG,52.462123,-2.002908,E01009253,Birmingham 080D,52.45873,-2.00235,13792
B32 1QH,52.458311,-2.002261,E01009253,Birmingham 080D,52.45873,-2.00235,13792
B32 1DH,52.462591,-2.00332,E01009253,Birmingham 080D,52.45873,-2.00235,13792
B32 1RR,52.457143,-2.000421,E01009253,Birmingham 080D,52.45873,-2.00235,13792
B32 1PU,52.458473,-1.998625,E01009253,Birmingham 080D,52.45873,-2.00235,13792
B32 1DJ,52.461961,-2.005602,E01009253,Birmingham 080D,52.45873,-2.00235,13792
B32 1QL,52.458788,-2.004071,E01009253,Birmingham 080D,52.45873,-2.00235,13792
B32 1DN,52.461682,-2.006941,E01009253,Birmingham 080D,52.45873,-2.00235,13792
B32 1DP,52.461584,-2.003865,E01009253,Birmingham 080D,52.45873,-2.00235,13792
B9 5JT,52.478374,-1.825477,E01009341,Birmingham 066E,52.47487,-1.82754,1618
B9 5JU,52.47911,-1.824414,E01009341,Birmingham 066E,52.47487,-1.82754,1618
B9 5JA,52.47616,-1.824013,E01009341,Birmingham 066E,52.47487,-1.82754,1618
B9 5JB,52.475856,-1.824809,E01009341,Birmingham 066E,52.47487,-1.82754,1618
B9 5JW,52.476064,-1.825942,E01009341,Birmingham 066E,52.47487,-1.82754,1618
B9 5HY,52.477554,-1.824258,E01009341,Birmingham 066E,52.47487,-1.82754,1618
B9 5JX,52.479056,-1.824767,E01009341,Birmingham 066E,52.47487,-1.82754,1618
B9 5JD,52.475608,-1.827387,E01009341,Birmingham 066E,52.47487,-1.82754,1618
B9 5HZ,52.478569,-1.823371,E01009341,Birmingham 066E,52.47487,-1.82754,1618
B9 5JF,52.473969,-1.825656,E01009341,Birmingham 066E,52.47487,-1.82754,1618
B9 5JH,52.475487,-1.824266,E01009341,Birmingham 066E,52.47487,-1.82754,1618
B9 5JJ,52.475092,-1.825033,E01009341,Birmingham 066E,52.47487,-1.82754,1618
B9 5BP,52.474949,-1.831541,E01009341,Birmingham 066E,52.47487,-1.82754,1618
B9 5JL,52.475804,-1.826164,E01009341,Birmingham 066E,52.47487,-1.82754,1618
B9 5SP,52.479377,-1.822896,E01009341,Birmingham 066E,52.47487,-1.82754,1618
B9 5JN,52.476396,-1.82522,E01009341,Birmingham 066E,52.47487,-1.82754,1618
B9 5SR,52.479993,-1.825853,E01009341,Birmingham 066E,52.47487,-1.82754,1618
B9 5SS,52.480233,-1.82996,E01009341,Birmingham 066E,52.47487,-1.82754,1618
B9 5JP,52.477071,-1.825629,E01009341,Birmingham 066E,52.47487,-1.82754,1618
B9 5QA,52.47601,-1.831846,E01009341,Birmingham 066E,52.47487,-1.82754,1618
B9 5ST,52.477892,-1.827525,E01009341,Birmingham 066E,52.47487,-1.82754,1618
B9 5JQ,52.474177,-1.826229,E01009341,Birmingham 066E,52.47487,-1.82754,1618
B9 5JR,52.477771,-1.824831,E01009341,Birmingham 066E,52.47487,-1.82754,1618
B9 5JS,52.477763,-1.82542,E01009341,Birmingham 066E,52.47487,-1.82754,1618
B44 0JS,52.551133,-1.878073,E01009128,Birmingham 011B,52.55201,-1.87912,1334
B44 0RN,52.553029,-1.877198,E01009128,Birmingham 011B,52.55201,-1.87912,1334
B44 0JT,52.55069,-1.875759,E01009128,Birmingham 011B,52.55201,-1.87912,1334
B44 0JU,52.550608,-1.874329,E01009128,Birmingham 011B,52.55201,-1.87912,1334
B44 0UD,52.551524,-1.882394,E01009128,Birmingham 011B,52.55201,-1.87912,1334
B44 0UE,52.551846,-1.881065,E01009128,Birmingham 011B,52.55201,-1.87912,1334
B44 0JX,52.549879,-1.873933,E01009128,Birmingham 011B,52.55201,-1.87912,1334
B44 0UG,52.552333,-1.882082,E01009128,Birmingham 011B,52.55201,-1.87912,1334
B44 0UH,52.552863,-1.882331,E01009128,Birmingham 011B,52.55201,-1.87912,1334
B44 0TT,52.551935,-1.879841,E01009128,Birmingham 011B,52.55201,-1.87912,1334
B44 0UJ,52.552474,-1.879943,E01009128,Birmingham 011B,52.55201,-1.87912,1334
B44 0TU,52.551612,-1.880506,E01009128,Birmingham 011B,52.55201,-1.87912,1334
B44 0JJ,52.54961,-1.87442,E01009128,Birmingham 011B,52.55201,-1.87912,1334
B44 9SU,52.552307,-1.883807,E01009128,Birmingham 011B,52.55201,-1.87912,1334
B44 0TE,52.551067,-1.875493,E01009128,Birmingham 011B,52.55201,-1.87912,1334
B44 0TF,52.551501,-1.877777,E01009128,Birmingham 011B,52.55201,-1.87912,1334
B44 0RH,52.553812,-1.878302,E01009128,Birmingham 011B,52.55201,-1.87912,1334
B44 0UP,52.553501,-1.881253,E01009128,Birmingham 011B,52.55201,-1.87912,1334
B44 0TG,52.551306,-1.879916,E01009128,Birmingham 011B,52.55201,-1.87912,1334
B44 0RJ,52.553257,-1.880604,E01009128,Birmingham 011B,52.55201,-1.87912,1334
B44 0UR,52.554217,-1.878419,E01009128,Birmingham 011B,52.55201,-1.87912,1334
B44 0RL,52.552671,-1.878644,E01009128,Birmingham 011B,52.55201,-1.87912,1334
B44 0JR,52.550873,-1.878443,E01009128,Birmingham 011B,52.55201,-1.87912,1334
B31 4SL,52.391455,-1.961668,E01009216,Birmingham 131D,52.39466,-1.96265,9288
B31 3PQ,52.394907,-1.95952,E01009216,Birmingham 131D,52.39466,-1.96265,9288
B31 3JW,52.398009,-1.960958,E01009216,Birmingham 131D,52.39466,-1.96265,9288
B31 4SN,52.391779,-1.96252,E01009216,Birmingham 131D,52.39466,-1.96265,9288
B31 3JX,52.396147,-1.958946,E01009216,Birmingham 131D,52.39466,-1.96265,9288
B31 4SP,52.390142,-1.961067,E01009216,Birmingham 131D,52.39466,-1.96265,9288
B31 3JZ,52.396174,-1.959475,E01009216,Birmingham 131D,52.39466,-1.96265,9288
B31 4SQ,52.392912,-1.963577,E01009216,Birmingham 131D,52.39466,-1.96265,9288
B31 4RH,52.393884,-1.967853,E01009216,Birmingham 131D,52.39466,-1.96265,9288
B31 3RA,52.39872,-1.963999,E01009216,Birmingham 131D,52.39466,-1.96265,9288
B31 3ND,52.396596,-1.957446,E01009216,Birmingham 131D,52.39466,-1.96265,9288
B31 3PW,52.394269,-1.961152,E01009216,Birmingham 131D,52.39466,-1.96265,9288
B31 3NE,52.395679,-1.956815,E01009216,Birmingham 131D,52.39466,-1.96265,9288
B31 4RJ,52.394118,-1.969602,E01009216,Birmingham 131D,52.39466,-1.96265,9288
B31 3PE,52.393523,-1.962063,E01009216,Birmingham 131D,52.39466,-1.96265,9288
B31 3NG,52.395391,-1.957815,E01009216,Birmingham 131D,52.39466,-1.96265,9288
B31 3PF,52.393973,-1.962871,E01009216,Birmingham 131D,52.39466,-1.96265,9288
B31 4RL,52.39482,-1.969528,E01009216,Birmingham 131D,52.39466,-1.96265,9288
B31 3QP,52.394719,-1.96365,E01009216,Birmingham 131D,52.39466,-1.96265,9288
B31 3QR,52.393677,-1.966193,E01009216,Birmingham 131D,52.39466,-1.96265,9288
B31 4SD,52.39428,-1.968279,E01009216,Birmingham 131D,52.39466,-1.96265,9288
B31 3PJ,52.394412,-1.96002,E01009216,Birmingham 131D,52.39466,-1.96265,9288
B31 3JP,52.398656,-1.96081,E01009216,Birmingham 131D,52.39466,-1.96265,9288
B31 4SG,52.392444,-1.962579,E01009216,Birmingham 131D,52.39466,-1.96265,9288
B31 3PL,52.3955,-1.960063,E01009216,Birmingham 131D,52.39466,-1.96265,9288
B31 4SH,52.391635,-1.963226,E01009216,Birmingham 131D,52.39466,-1.96265,9288
B31 3RL,52.394891,-1.967309,E01009216,Birmingham 131D,52.39466,-1.96265,9288
B31 3QW,52.398261,-1.961531,E01009216,Birmingham 131D,52.39466,-1.96265,9288
B31 3PN,52.393954,-1.960314,E01009216,Birmingham 131D,52.39466,-1.96265,9288
B31 4TS,52.392607,-1.96515,E01009216,Birmingham 131D,52.39466,-1.96265,9288
B31 3QX,52.397515,-1.962986,E01009216,Birmingham 131D,52.39466,-1.96265,9288
B31 4SJ,52.391357,-1.962903,E01009216,Birmingham 131D,52.39466,-1.96265,9288
B31 3JT,52.39719,-1.959944,E01009216,Birmingham 131D,52.39466,-1.96265,9288
B31 4TT,52.393335,-1.96559,E01009216,Birmingham 131D,52.39466,-1.96265,9288
B31 3JU,52.396884,-1.95918,E01009216,Birmingham 131D,52.39466,-1.96265,9288
B34 7RL,52.497854,-1.771898,E01009304,Birmingham 046A,52.49916,-1.77356,2585
B34 7HU,52.500907,-1.769613,E01009304,Birmingham 046A,52.49916,-1.77356,2585
B34 7DX,52.499666,-1.774466,E01009304,Birmingham 046A,52.49916,-1.77356,2585
B34 6SP,52.499956,-1.780372,E01009304,Birmingham 046A,52.49916,-1.77356,2585
B34 7EN,52.499097,-1.77276,E01009304,Birmingham 046A,52.49916,-1.77356,2585
B34 7RP,52.49904,-1.771464,E01009304,Birmingham 046A,52.49916,-1.77356,2585
B34 7JB,52.498807,-1.767355,E01009304,Birmingham 046A,52.49916,-1.77356,2585
B34 7EP,52.497183,-1.773183,E01009304,Birmingham 046A,52.49916,-1.77356,2585
B34 7HX,52.500296,-1.770176,E01009304,Birmingham 046A,52.49916,-1.77356,2585
B34 7EQ,52.500605,-1.776745,E01009304,Birmingham 046A,52.49916,-1.77356,2585
B34 7RR,52.499354,-1.770917,E01009304,Birmingham 046A,52.49916,-1.77356,2585
B34 7ER,52.500572,-1.773445,E01009304,Birmingham 046A,52.49916,-1.77356,2585
B34 7RS,52.499452,-1.770519,E01009304,Birmingham 046A,52.49916,-1.77356,2585
B34 7JE,52.499045,-1.769372,E01009304,Birmingham 046A,52.49916,-1.77356,2585
B34 7JF,52.499752,-1.767748,E01009304,Birmingham 046A,52.49916,-1.77356,2585
B34 7JG,52.499287,-1.768708,E01009304,Birmingham 046A,52.49916,-1.77356,2585
B34 7EB,52.500214,-1.774169,E01009304,Birmingham 046A,52.49916,-1.77356,2585
B34 7DN,52.497265,-1.773992,E01009304,Birmingham 046A,52.49916,-1.77356,2585
B34 7ED,52.501262,-1.772322,E01009304,Birmingham 046A,52.49916,-1.77356,2585
B34 7EE,52.500851,-1.77365,E01009304,Birmingham 046A,52.49916,-1.77356,2585
B34 7DP,52.497104,-1.774612,E01009304,Birmingham 046A,52.49916,-1.77356,2585
B34 7EF,52.501175,-1.773884,E01009304,Birmingham 046A,52.49916,-1.77356,2585
B34 7RG,52.496409,-1.773216,E01009304,Birmingham 046A,52.49916,-1.77356,2585
B34 7BS,52.500745,-1.779116,E01009304,Birmingham 046A,52.49916,-1.77356,2585
B34 7EG,52.500182,-1.776349,E01009304,Birmingham 046A,52.49916,-1.77356,2585
B34 7DR,52.497339,-1.7752,E01009304,Birmingham 046A,52.49916,-1.77356,2585
B34 7BT,52.500473,-1.777997,E01009304,Birmingham 046A,52.49916,-1.77356,2585
B34 7EH,52.501269,-1.77107,E01009304,Birmingham 046A,52.49916,-1.77356,2585
B34 7DS,52.498669,-1.774589,E01009304,Birmingham 046A,52.49916,-1.77356,2585
B34 7BU,52.500706,-1.77751,E01009304,Birmingham 046A,52.49916,-1.77356,2585
B34 7DT,52.498237,-1.774341,E01009304,Birmingham 046A,52.49916,-1.77356,2585
B34 7EJ,52.498628,-1.772335,E01009304,Birmingham 046A,52.49916,-1.77356,2585
B34 7DU,52.499026,-1.773644,E01009304,Birmingham 046A,52.49916,-1.77356,2585
B34 7JQ,52.499782,-1.769221,E01009304,Birmingham 046A,52.49916,-1.77356,2585
B10 0NP,52.469262,-1.862491,E01009379,Birmingham 071E,52.47112,-1.86787,197
B10 0SW,52.471565,-1.863647,E01009379,Birmingham 071E,52.47112,-1.86787,197
B10 0PP,52.46993,-1.864977,E01009379,Birmingham 071E,52.47112,-1.86787,197
B10 0DY,52.46851,-1.865231,E01009379,Birmingham 071E,52.47112,-1.86787,197
B10 0NR,52.470521,-1.862943,E01009379,Birmingham 071E,52.47112,-1.86787,197
B10 0BG,52.473101,-1.870561,E01009379,Birmingham 071E,52.47112,-1.86787,197
B10 0PQ,52.469626,-1.866126,E01009379,Birmingham 071E,52.47112,-1.86787,197
B10 0DZ,52.468798,-1.86601,E01009379,Birmingham 071E,52.47112,-1.86787,197
B10 0BH,52.472516,-1.870651,E01009379,Birmingham 071E,52.47112,-1.86787,197
B10 0PR,52.470246,-1.866036,E01009379,Birmingham 071E,52.47112,-1.86787,197
B10 0DG,52.467644,-1.862952,E01009379,Birmingham 071E,52.47112,-1.86787,197
B10 0QH,52.471133,-1.863648,E01009379,Birmingham 071E,52.47112,-1.86787,197
B10 0LB,52.468093,-1.862362,E01009379,Birmingham 071E,52.47112,-1.86787,197
B10 0BJ,52.471968,-1.870741,E01009379,Birmingham 071E,52.47112,-1.86787,197
B10 0SH,52.471763,-1.864412,E01009379,Birmingham 071E,52.47112,-1.86787,197
B10 0QJ,52.470235,-1.864578,E01009379,Birmingham 071E,52.47112,-1.86787,197
B10 0BL,52.472613,-1.868914,E01009379,Birmingham 071E,52.47112,-1.86787,197
B10 0PB,52.471531,-1.865502,E01009379,Birmingham 071E,52.47112,-1.86787,197
B10 0RA,52.472602,-1.866897,E01009379,Birmingham 071E,52.47112,-1.86787,197
B10 0ND,52.468858,-1.863331,E01009379,Birmingham 071E,52.47112,-1.86787,197
B10 0EA,52.472417,-1.870431,E01009379,Birmingham 071E,52.47112,-1.86787,197
B10 0LF,52.467581,-1.862599,E01009379,Birmingham 071E,52.47112,-1.86787,197
B10 0NY,52.472029,-1.869033,E01009379,Birmingham 071E,52.47112,-1.86787,197
B10 0BN,52.47115,-1.870935,E01009379,Birmingham 071E,52.47112,-1.86787,197
B10 0EB,52.471644,-1.87005,E01009379,Birmingham 071E,52.47112,-1.86787,197
B10 0PD,52.472483,-1.873051,E01009379,Birmingham 071E,52.47112,-1.86787,197
B10 0NZ,52.472029,-1.869033,E01009379,Birmingham 071E,52.47112,-1.86787,197
B10 0SN,52.472016,-1.865206,E01009379,Birmingham 071E,52.47112,-1.86787,197
B10 0QP,52.471927,-1.86603,E01009379,Birmingham 071E,52.47112,-1.86787,197
B10 0PG,52.470803,-1.865813,E01009379,Birmingham 071E,52.47112,-1.86787,197
B10 0QQ,52.469301,-1.865258,E01009379,Birmingham 071E,52.47112,-1.86787,197
B10 0SP,52.470816,-1.861853,E01009379,Birmingham 071E,52.47112,-1.86787,197
B10 0NJ,52.472255,-1.869813,E01009379,Birmingham 071E,52.47112,-1.86787,197
B10 0RH,52.473614,-1.871428,E01009379,Birmingham 071E,52.47112,-1.86787,197
B10 0QS,52.472126,-1.866898,E01009379,Birmingham 071E,52.47112,-1.86787,197
B10 0PJ,52.472208,-1.868208,E01009379,Birmingham 071E,52.47112,-1.86787,197
B10 0NL,52.469942,-1.867361,E01009379,Birmingham 071E,52.47112,-1.86787,197
B10 0QT,52.473305,-1.868117,E01009379,Birmingham 071E,52.47112,-1.86787,197
B10 0AL,52.469754,-1.868201,E01009379,Birmingham 071E,52.47112,-1.86787,197
B10 0RJ,52.473058,-1.872932,E01009379,Birmingham 071E,52.47112,-1.86787,197
B10 0QA,52.468809,-1.867409,E01009379,Birmingham 071E,52.47112,-1.86787,197
B10 0PL,52.47354,-1.869147,E01009379,Birmingham 071E,52.47112,-1.86787,197
B10 0NN,52.469014,-1.866039,E01009379,Birmingham 071E,52.47112,-1.86787,197
B10 0RL,52.472734,-1.871887,E01009379,Birmingham 071E,52.47112,-1.86787,197
B10 0BD,52.47098,-1.871598,E01009379,Birmingham 071E,52.47112,-1.86787,197
B62 0HQ,52.447163,-2.013059,E01008921,Birmingham 094C,52.4454,-2.01166,8895
B32 3UJ,52.442506,-2.01525,E01008921,Birmingham 094C,52.4454,-2.01166,8895
B62 0QA,52.445284,-2.01503,E01008921,Birmingham 094C,52.4454,-2.01166,8895
B62 0QB,52.445517,-2.015781,E01008921,Birmingham 094C,52.4454,-2.01166,8895
B62 0EL,52.446857,-2.015796,E01008921,Birmingham 094C,52.4454,-2.01166,8895
B62 0QD,52.444897,-2.015869,E01008921,Birmingham 094C,52.4454,-2.01166,8895
B32 3BS,52.44577,-2.011632,E01008921,Birmingham 094C,52.4454,-2.01166,8895
B32 3QR,52.444106,-2.016236,E01008921,Birmingham 094C,52.4454,-2.01166,8895
B32 3BT,52.443441,-2.010204,E01008921,Birmingham 094C,52.4454,-2.01166,8895
B32 3QS,52.443315,-2.0155,E01008921,Birmingham 094C,52.4454,-2.01166,8895
B62 0EP,52.446426,-2.014957,E01008921,Birmingham 094C,52.4454,-2.01166,8895
