postcode,postcodelat,postcodelong,lsoacode,lsoaname,lsoalat,lsoalong,IMD-rank
B21 8AB,52.507601,-1.94747,E01009274,Birmingham 036C,52.50823,-1.94872,1815
B21 8NW,52.509121,-1.950268,E01009274,Birmingham 036C,52.50823,-1.94872,1815
B21 8ND,52.509283,-1.94903,E01009274,Birmingham 036C,52.50823,-1.94872,1815
B21 8AD,52.508536,-1.947469,E01009274,Birmingham 036C,52.50823,-1.94872,1815
B21 0LH,52.507683,-1.951198,E01009274,Birmingham 036C,52.50823,-1.94872,1815
B21 8AE,52.508688,-1.946556,E01009274,Birmingham 036C,52.50823,-1.94872,1815
B21 8NZ,52.508449,-1.954055,E01009274,Birmingham 036C,52.50823,-1.94872,1815
B21 8NG,52.510398,-1.950134,E01009274,Birmingham 036C,52.50823,-1.94872,1815
B21 8AG,52.508041,-1.946733,E01009274,Birmingham 036C,52.50823,-1.94872,1815
B21 8NH,52.508555,-1.949458,E01009274,Birmingham 036C,52.50823,-1.94872,1815
B21 0BS,52.509267,-1.954924,E01009274,Birmingham 036C,52.50823,-1.94872,1815
B21 8AH,52.506952,-1.943921,E01009274,Birmingham 036C,52.50823,-1.94872,1815
B21 0LL,52.509114,-1.95404,E01009274,Birmingham 036C,52.50823,-1.94872,1815
B21 8NJ,52.508753,-1.950209,E01009274,Birmingham 036C,52.50823,-1.94872,1815
B21 8AJ,52.50733,-1.944171,E01009274,Birmingham 036C,52.50823,-1.94872,1815
B21 8NL,52.507431,-1.949651,E01009274,Birmingham 036C,52.50823,-1.94872,1815
B21 8NN,52.507368,-1.948988,E01009274,Birmingham 036C,52.50823,-1.94872,1815
B21 0LS,52.506774,-1.948429,E01009274,Birmingham 036C,52.50823,-1.94872,1815
B21 0LT,52.505631,-1.94485,E01009274,Birmingham 036C,52.50823,-1.94872,1815
B21 8NR,52.509706,-1.951844,E01009274,Birmingham 036C,52.50823,-1.94872,1815
B21 8AR,52.507716,-1.943316,E01009274,Birmingham 036C,52.50823,-1.94872,1815
B21 8NS,52.509284,-1.951211,E01009274,Birmingham 036C,52.50823,-1.94872,1815
B21 8AS,52.507627,-1.944789,E01009274,Birmingham 036C,52.50823,-1.94872,1815
B21 8NT,52.508619,-1.95158,E01009274,Birmingham 036C,52.50823,-1.94872,1815
B21 8AT,52.508247,-1.944214,E01009274,Birmingham 036C,52.50823,-1.94872,1815
B21 8NU,52.508538,-1.953068,E01009274,Birmingham 036C,52.50823,-1.94872,1815
B21 8NA,52.50681,-1.947486,E01009274,Birmingham 036C,52.50823,-1.94872,1815
B21 8AA,52.507151,-1.946616,E01009274,Birmingham 036C,52.50823,-1.94872,1815
B21 8NB,52.507278,-1.948325,E01009274,Birmingham 036C,52.50823,-1.94872,1815
B5 7DR,52.466066,-1.893205,E01009362,Birmingham 071A,52.4654,-1.88994,968
B12 0XT,52.46439,-1.888338,E01009362,Birmingham 071A,52.4654,-1.88994,968
B12 0YJ,52.465891,-1.888113,E01009362,Birmingham 071A,52.4654,-1.88994,968
B5 7BU,52.466364,-1.894485,E01009362,Birmingham 071A,52.4654,-1.88994,968
B12 0XU,52.46439,-1.888338,E01009362,Birmingham 071A,52.4654,-1.88994,968
B5 7JP,52.465849,-1.891925,E01009362,Birmingham 071A,52.4654,-1.88994,968
B12 0XB,52.466592,-1.887817,E01009362,Birmingham 071A,52.4654,-1.88994,968
B5 7DA,52.466561,-1.894029,E01009362,Birmingham 071A,52.4654,-1.88994,968
B12 0YL,52.466136,-1.891292,E01009362,Birmingham 071A,52.4654,-1.88994,968
B5 7BX,52.466139,-1.894707,E01009362,Birmingham 071A,52.4654,-1.88994,968
B12 0XX,52.465063,-1.887276,E01009362,Birmingham 071A,52.4654,-1.88994,968
B12 0XY,52.464721,-1.88688,E01009362,Birmingham 071A,52.4654,-1.88994,968
B12 0XZ,52.464721,-1.88688,E01009362,Birmingham 071A,52.4654,-1.88994,968
B12 0YQ,52.465153,-1.887997,E01009362,Birmingham 071A,52.4654,-1.88994,968
B12 0YR,52.465319,-1.891956,E01009362,Birmingham 071A,52.4654,-1.88994,968
B12 0UU,52.466458,-1.889201,E01009362,Birmingham 071A,52.4654,-1.88994,968
B5 7HY,52.467172,-1.8931,E01009362,Birmingham 071A,52.4654,-1.88994,968
B12 0PP,52.465253,-1.888792,E01009362,Birmingham 071A,52.4654,-1.88994,968
B12 0YT,52.466033,-1.886582,E01009362,Birmingham 071A,52.4654,-1.88994,968
B5 7JE,52.46611,-1.892057,E01009362,Birmingham 071A,52.4654,-1.88994,968
B12 0UX,52.467104,-1.887874,E01009362,Birmingham 071A,52.4654,-1.88994,968
B12 0YA,52.46438,-1.887454,E01009362,Birmingham 071A,52.4654,-1.88994,968
B12 0YB,52.465187,-1.885612,E01009362,Birmingham 071A,52.4654,-1.88994,968
B12 0UF,52.464201,-1.888677,E01009362,Birmingham 071A,52.4654,-1.88994,968
B12 9ED,52.463898,-1.89165,E01009362,Birmingham 071A,52.4654,-1.88994,968
B12 0YD,52.464382,-1.889648,E01009362,Birmingham 071A,52.4654,-1.88994,968
B12 9EE,52.463719,-1.892299,E01009362,Birmingham 071A,52.4654,-1.88994,968
B12 0YE,52.465504,-1.888217,E01009362,Birmingham 071A,52.4654,-1.88994,968
B12 0XP,52.464885,-1.889661,E01009362,Birmingham 071A,52.4654,-1.88994,968
B5 7DP,52.465599,-1.892942,E01009362,Birmingham 071A,52.4654,-1.88994,968
B12 0XR,52.46547,-1.890042,E01009362,Birmingham 071A,52.4654,-1.88994,968
B12 0PX,52.465469,-1.888718,E01009362,Birmingham 071A,52.4654,-1.88994,968
B12 0YH,52.465548,-1.887084,E01009362,Birmingham 071A,52.4654,-1.88994,968
B12 0XS,52.464482,-1.890501,E01009362,Birmingham 071A,52.4654,-1.88994,968
B15 2DX,52.471969,-1.910607,E01009149,Birmingham 068C,52.47011,-1.90246,740
B15 2DD,52.471501,-1.910151,E01009149,Birmingham 068C,52.47011,-1.90246,740
B15 2BF,52.469229,-1.902045,E01009149,Birmingham 068C,52.47011,-1.90246,740
B15 2EN,52.472093,-1.908207,E01009149,Birmingham 068C,52.47011,-1.90246,740
B15 2DY,52.471938,-1.90569,E01009149,Birmingham 068C,52.47011,-1.90246,740
B5 6QL,52.471105,-1.898228,E01009149,Birmingham 068C,52.47011,-1.90246,740
B15 2DE,52.469229,-1.901368,E01009149,Birmingham 068C,52.47011,-1.90246,740
B15 2BG,52.470736,-1.908136,E01009149,Birmingham 068C,52.47011,-1.90246,740
B15 2AR,52.470947,-1.902851,E01009149,Birmingham 068C,52.47011,-1.90246,740
B5 6NE,52.470904,-1.894754,E01009149,Birmingham 068C,52.47011,-1.90246,740
B15 2DF,52.471717,-1.90968,E01009149,Birmingham 068C,52.47011,-1.90246,740
B15 2FE,52.471927,-1.902436,E01009149,Birmingham 068C,52.47011,-1.90246,740
B15 2BH,52.471123,-1.909254,E01009149,Birmingham 068C,52.47011,-1.90246,740
B15 2AS,52.470616,-1.904353,E01009149,Birmingham 068C,52.47011,-1.90246,740
B5 6QN,52.470763,-1.897405,E01009149,Birmingham 068C,52.47011,-1.90246,740
B15 2DG,52.472571,-1.909516,E01009149,Birmingham 068C,52.47011,-1.90246,740
B15 2EQ,52.470353,-1.902175,E01009149,Birmingham 068C,52.47011,-1.90246,740
B15 2AT,52.471352,-1.903189,E01009149,Birmingham 068C,52.47011,-1.90246,740
B5 6RD,52.472443,-1.896797,E01009149,Birmingham 068C,52.47011,-1.90246,740
B5 6NG,52.471353,-1.894474,E01009149,Birmingham 068C,52.47011,-1.90246,740
B15 2AU,52.472179,-1.902804,E01009149,Birmingham 068C,52.47011,-1.90246,740
B15 2AA,52.470764,-1.909873,E01009149,Birmingham 068C,52.47011,-1.90246,740
B5 6QP,52.470608,-1.895447,E01009149,Birmingham 068C,52.47011,-1.90246,740
B15 2AB,52.471034,-1.91052,E01009149,Birmingham 068C,52.47011,-1.90246,740
B5 7AP,52.469515,-1.899704,E01009149,Birmingham 068C,52.47011,-1.90246,740
B15 2BL,52.469879,-1.904296,E01009149,Birmingham 068C,52.47011,-1.90246,740
B5 7DY,52.468263,-1.897351,E01009149,Birmingham 068C,52.47011,-1.90246,740
B5 7DE,52.46963,-1.89779,E01009149,Birmingham 068C,52.47011,-1.90246,740
B15 2AX,52.470858,-1.903499,E01009149,Birmingham 068C,52.47011,-1.90246,740
B15 2AD,52.470503,-1.909182,E01009149,Birmingham 068C,52.47011,-1.90246,740
B5 7DZ,52.468263,-1.897351,E01009149,Birmingham 068C,52.47011,-1.90246,740
B5 7DF,52.469153,-1.896348,E01009149,Birmingham 068C,52.47011,-1.90246,740
B15 2AY,52.471702,-1.902098,E01009149,Birmingham 068C,52.47011,-1.90246,740
B15 2EB,52.471134,-1.911241,E01009149,Birmingham 068C,52.47011,-1.90246,740
B15 2AE,52.470215,-1.908535,E01009149,Birmingham 068C,52.47011,-1.90246,740
B5 7AS,52.47018,-1.899261,E01009149,Birmingham 068C,52.47011,-1.90246,740
B5 7DG,52.469333,-1.896583,E01009149,Birmingham 068C,52.47011,-1.90246,740
B5 6RJ,52.472516,-1.897577,E01009149,Birmingham 068C,52.47011,-1.90246,740
B15 2AF,52.469386,-1.906667,E01009149,Birmingham 068C,52.47011,-1.90246,740
B5 6QU,52.471625,-1.896725,E01009149,Birmingham 068C,52.47011,-1.90246,740
B5 7DH,52.470358,-1.896979,E01009149,Birmingham 068C,52.47011,-1.90246,740
B15 2EX,52.471887,-1.909149,E01009149,Birmingham 068C,52.47011,-1.90246,740
B5 6SU,52.471454,-1.895857,E01009149,Birmingham 068C,52.47011,-1.90246,740
B15 2BQ,52.470484,-1.908343,E01009149,Birmingham 068C,52.47011,-1.90246,740
B15 2EY,52.471661,-1.907457,E01009149,Birmingham 068C,52.47011,-1.90246,740
B15 2EE,52.471202,-1.907002,E01009149,Birmingham 068C,52.47011,-1.90246,740
B15 2DP,52.471211,-1.906162,E01009149,Birmingham 068C,52.47011,-1.90246,740
B5 7DJ,52.470159,-1.895625,E01009149,Birmingham 068C,52.47011,-1.90246,740
B15 2EF,52.471661,-1.907457,E01009149,Birmingham 068C,52.47011,-1.90246,740
B5 7AW,52.470423,-1.89929,E01009149,Birmingham 068C,52.47011,-1.90246,740
B15 2EG,52.47021,-1.903014,E01009149,Birmingham 068C,52.47011,-1.90246,740
B5 7DL,52.470555,-1.896743,E01009149,Birmingham 068C,52.47011,-1.90246,740
B15 2BT,52.47079,-1.909181,E01009149,Birmingham 068C,52.47011,-1.90246,740
B15 2EH,52.470345,-1.903662,E01009149,Birmingham 068C,52.47011,-1.90246,740
B5 7AY,52.468086,-1.90034,E01009149,Birmingham 068C,52.47011,-1.90246,740
B15 1LZ,52.472677,-1.907263,E01009149,Birmingham 068C,52.47011,-1.90246,740
B15 2AL,52.470586,-1.901571,E01009149,Birmingham 068C,52.47011,-1.90246,740
B5 7AZ,52.469398,-1.899719,E01009149,Birmingham 068C,52.47011,-1.90246,740
B15 2DT,52.471624,-1.906574,E01009149,Birmingham 068C,52.47011,-1.90246,740
B15 1NZ,52.472561,-1.908736,E01009149,Birmingham 068C,52.47011,-1.90246,740
B15 2BB,52.469737,-1.907652,E01009149,Birmingham 068C,52.47011,-1.90246,740
B15 2EJ,52.470103,-1.904089,E01009149,Birmingham 068C,52.47011,-1.90246,740
B15 2AN,52.469822,-1.90119,E01009149,Birmingham 068C,52.47011,-1.90246,740
B15 2BD,52.471349,-1.910593,E01009149,Birmingham 068C,52.47011,-1.90246,740
B5 7DQ,52.469782,-1.896582,E01009149,Birmingham 068C,52.47011,-1.90246,740
B15 2BY,52.470527,-1.905369,E01009149,Birmingham 068C,52.47011,-1.90246,740
B15 2BE,52.471134,-1.911241,E01009149,Birmingham 068C,52.47011,-1.90246,740
B15 2DH,52.468782,-1.904151,E01009149,Birmingham 068C,52.47011,-1.90246,740
B15 2DJ,52.468619,-1.90368,E01009149,Birmingham 068C,52.47011,-1.90246,740
B15 2DL,52.468324,-1.9048,E01009149,Birmingham 068C,52.47011,-1.90246,740
B15 2GD,52.468287,-1.904064,E01009149,Birmingham 068C,52.47011,-1.90246,740
B15 2BS,52.468702,-1.905373,E01009149,Birmingham 068C,52.47011,-1.90246,740
B15 2GF,52.468287,-1.904064,E01009149,Birmingham 068C,52.47011,-1.90246,740
B15 2DA,52.469007,-1.905048,E01009149,Birmingham 068C,52.47011,-1.90246,740
B15 2DB,52.468926,-1.90471,E01009149,Birmingham 068C,52.47011,-1.90246,740
B75 7LL,52.561959,-1.784857,E01009450,Birmingham 012E,52.55558,-1.77368,22090
B76 2SZ,52.559222,-1.787246,E01009450,Birmingham 012E,52.55558,-1.77368,22090
B76 2TP,52.559296,-1.788307,E01009450,Birmingham 012E,52.55558,-1.77368,22090
B75 7HP,52.557553,-1.779451,E01009450,Birmingham 012E,52.55558,-1.77368,22090
B76 2SG,52.55838,-1.789123,E01009450,Birmingham 012E,52.55558,-1.77368,22090
B75 6LG,52.584884,-1.789734,E01009450,Birmingham 012E,52.55558,-1.77368,22090
B76 2TR,52.559792,-1.789588,E01009450,Birmingham 012E,52.55558,-1.77368,22090
B75 7HR,52.572794,-1.771392,E01009450,Birmingham 012E,52.55558,-1.77368,22090
B76 2RT,52.548285,-1.784319,E01009450,Birmingham 012E,52.55558,-1.77368,22090
B76 2RU,52.551524,-1.781192,E01009450,Birmingham 012E,52.55558,-1.77368,22090
B76 9BX,52.533181,-1.774383,E01009450,Birmingham 012E,52.55558,-1.77368,22090
B76 9QW,52.548814,-1.76954,E01009450,Birmingham 012E,52.55558,-1.77368,22090
B76 2TT,52.559284,-1.792216,E01009450,Birmingham 012E,52.55558,-1.77368,22090
B76 2TU,52.558972,-1.793412,E01009450,Birmingham 012E,52.55558,-1.77368,22090
B76 9QE,52.537574,-1.754723,E01009450,Birmingham 012E,52.55558,-1.77368,22090
B76 9QF,52.543959,-1.755542,E01009450,Birmingham 012E,52.55558,-1.77368,22090
B76 2SN,52.555032,-1.791882,E01009450,Birmingham 012E,52.55558,-1.77368,22090
B75 6JP,52.578219,-1.798487,E01009450,Birmingham 012E,52.55558,-1.77368,22090
B75 7HY,52.564195,-1.77359,E01009450,Birmingham 012E,52.55558,-1.77368,22090
B76 2SP,52.556524,-1.792185,E01009450,Birmingham 012E,52.55558,-1.77368,22090
B76 9AA,52.540754,-1.776379,E01009450,Birmingham 012E,52.55558,-1.77368,22090
B75 6JR,52.577447,-1.78853,E01009450,Birmingham 012E,52.55558,-1.77368,22090
B76 9QJ,52.546932,-1.754405,E01009450,Birmingham 012E,52.55558,-1.77368,22090
B76 2SR,52.556225,-1.790667,E01009450,Birmingham 012E,52.55558,-1.77368,22090
B76 9PA,52.554063,-1.768702,E01009450,Birmingham 012E,52.55558,-1.77368,22090
B76 9DJ,52.530727,-1.756073,E01009450,Birmingham 012E,52.55558,-1.77368,22090
B75 7ET,52.559852,-1.787523,E01009450,Birmingham 012E,52.55558,-1.77368,22090
B76 2SS,52.557279,-1.791695,E01009450,Birmingham 012E,52.55558,-1.77368,22090
B75 6JT,52.578494,-1.781146,E01009450,Birmingham 012E,52.55558,-1.77368,22090
B76 2ST,52.558933,-1.79151,E01009450,Birmingham 012E,52.55558,-1.77368,22090
B76 9DL,52.530986,-1.759963,E01009450,Birmingham 012E,52.55558,-1.77368,22090
B75 7JH,52.564708,-1.778692,E01009450,Birmingham 012E,52.55558,-1.77368,22090
B75 7HJ,52.570193,-1.794039,E01009450,Birmingham 012E,52.55558,-1.77368,22090
B76 2SU,52.557619,-1.790852,E01009450,Birmingham 012E,52.55558,-1.77368,22090
B75 6JB,52.572577,-1.795459,E01009450,Birmingham 012E,52.55558,-1.77368,22090
B76 9QN,52.545608,-1.757686,E01009450,Birmingham 012E,52.55558,-1.77368,22090
B75 7AF,52.564197,-1.779285,E01009450,Birmingham 012E,52.55558,-1.77368,22090
B76 9PE,52.559149,-1.767465,E01009450,Birmingham 012E,52.55558,-1.77368,22090
B75 7JJ,52.563913,-1.781234,E01009450,Birmingham 012E,52.55558,-1.77368,22090
B76 2SW,52.555635,-1.792572,E01009450,Birmingham 012E,52.55558,-1.77368,22090
B76 2SX,52.556889,-1.789912,E01009450,Birmingham 012E,52.55558,-1.77368,22090
B76 9PG,52.553367,-1.757629,E01009450,Birmingham 012E,52.55558,-1.77368,22090
B75 7JL,52.561904,-1.784135,E01009450,Birmingham 012E,52.55558,-1.77368,22090
B76 2TN,52.558543,-1.789609,E01009450,Birmingham 012E,52.55558,-1.77368,22090
B76 2SY,52.558137,-1.788696,E01009450,Birmingham 012E,52.55558,-1.77368,22090
B42 1LN,52.532411,-1.926199,E01009237,Birmingham 024A,52.53289,-1.92542,7974
B42 1QW,52.530352,-1.925996,E01009237,Birmingham 024A,52.53289,-1.92542,7974
B42 1LQ,52.532426,-1.921541,E01009237,Birmingham 024A,52.53289,-1.92542,7974
B42 1NP,52.532,-1.929517,E01009237,Birmingham 024A,52.53289,-1.92542,7974
B42 1DE,52.530704,-1.927602,E01009237,Birmingham 024A,52.53289,-1.92542,7974
B42 1NR,52.532647,-1.929928,E01009237,Birmingham 024A,52.53289,-1.92542,7974
B42 1HE,52.534341,-1.921228,E01009237,Birmingham 024A,52.53289,-1.92542,7974
B42 1NU,52.534705,-1.929011,E01009237,Birmingham 024A,52.53289,-1.92542,7974
B42 1LW,52.532733,-1.923265,E01009237,Birmingham 024A,52.53289,-1.92542,7974
B42 1NX,52.533312,-1.929117,E01009237,Birmingham 024A,52.53289,-1.92542,7974
B42 1LF,52.534412,-1.920151,E01009237,Birmingham 024A,52.53289,-1.92542,7974
B42 1NY,52.533553,-1.92574,E01009237,Birmingham 024A,52.53289,-1.92542,7974
B42 1NE,52.533084,-1.923559,E01009237,Birmingham 024A,52.53289,-1.92542,7974
B42 1UJ,52.533654,-1.929883,E01009237,Birmingham 024A,52.53289,-1.92542,7974
B42 1LG,52.533684,-1.92005,E01009237,Birmingham 024A,52.53289,-1.92542,7974
B42 1NZ,52.534022,-1.929602,E01009237,Birmingham 024A,52.53289,-1.92542,7974
B42 1NF,52.534388,-1.925105,E01009237,Birmingham 024A,52.53289,-1.92542,7974
B42 1LH,52.532237,-1.920996,E01009237,Birmingham 024A,52.53289,-1.92542,7974
B42 1NG,52.531727,-1.924593,E01009237,Birmingham 024A,52.53289,-1.92542,7974
B42 1UL,52.534832,-1.92994,E01009237,Birmingham 024A,52.53289,-1.92542,7974
B42 1NH,52.531109,-1.927838,E01009237,Birmingham 024A,52.53289,-1.92542,7974
B42 1QP,52.530585,-1.924743,E01009237,Birmingham 024A,52.53289,-1.92542,7974
B42 1LJ,52.5324,-1.923516,E01009237,Birmingham 024A,52.53289,-1.92542,7974
B42 1EZ,52.534717,-1.919812,E01009237,Birmingham 024A,52.53289,-1.92542,7974
B42 1NJ,52.531109,-1.928884,E01009237,Birmingham 024A,52.53289,-1.92542,7974
B42 1LL,52.53215,-1.925743,E01009237,Birmingham 024A,52.53289,-1.92542,7974
B42 1NL,52.531576,-1.928323,E01009237,Birmingham 024A,52.53289,-1.92542,7974
B10 9JY,52.46959,-1.837155,E01009325,Birmingham 063A,52.47059,-1.83717,2109
B10 9BL,52.470663,-1.839639,E01009325,Birmingham 063A,52.47059,-1.83717,2109
B10 9LE,52.468284,-1.835467,E01009325,Birmingham 063A,52.47059,-1.83717,2109
B10 9BN,52.470195,-1.839273,E01009325,Birmingham 063A,52.47059,-1.83717,2109
B10 9BP,52.472206,-1.837529,E01009325,Birmingham 063A,52.47059,-1.83717,2109
B10 9BS,52.472572,-1.835452,E01009325,Birmingham 063A,52.47059,-1.83717,2109
B10 9LN,52.469042,-1.837643,E01009325,Birmingham 063A,52.47059,-1.83717,2109
B10 9LP,52.468491,-1.835967,E01009325,Birmingham 063A,52.47059,-1.83717,2109
B10 9JT,52.470784,-1.836606,E01009325,Birmingham 063A,52.47059,-1.83717,2109
B10 9JU,52.470336,-1.837035,E01009325,Birmingham 063A,52.47059,-1.83717,2109
B10 9BG,52.47272,-1.838852,E01009325,Birmingham 063A,52.47059,-1.83717,2109
B10 9BH,52.473329,-1.837215,E01009325,Birmingham 063A,52.47059,-1.83717,2109
B10 9JX,52.470129,-1.837227,E01009325,Birmingham 063A,52.47059,-1.83717,2109
B10 9BJ,52.472333,-1.838102,E01009325,Birmingham 063A,52.47059,-1.83717,2109
B23 6AR,52.51806,-1.855412,E01009413,Birmingham 030D,52.514,-1.8563,3398
B23 7NZ,52.515723,-1.855302,E01009413,Birmingham 030D,52.514,-1.8563,3398
B23 6AS,52.517951,-1.854115,E01009413,Birmingham 030D,52.514,-1.8563,3398
B23 7NG,52.515865,-1.853739,E01009413,Birmingham 030D,52.514,-1.8563,3398
B23 7NH,52.515351,-1.852606,E01009413,Birmingham 030D,52.514,-1.8563,3398
B23 7PG,52.511043,-1.85878,E01009413,Birmingham 030D,52.514,-1.8563,3398
B23 7RH,52.516641,-1.856212,E01009413,Birmingham 030D,52.514,-1.8563,3398
B23 7QS,52.513988,-1.855455,E01009413,Birmingham 030D,52.514,-1.8563,3398
B23 7NL,52.513366,-1.853969,E01009413,Birmingham 030D,52.514,-1.8563,3398
B23 7QT,52.513395,-1.855516,E01009413,Birmingham 030D,52.514,-1.8563,3398
B23 7QU,52.513999,-1.85712,E01009413,Birmingham 030D,52.514,-1.8563,3398
B23 7PN,52.512687,-1.857935,E01009413,Birmingham 030D,52.514,-1.8563,3398
B23 7QX,52.515472,-1.856128,E01009413,Birmingham 030D,52.514,-1.8563,3398
B23 7NQ,52.514994,-1.855245,E01009413,Birmingham 030D,52.514,-1.8563,3398
B23 7QY,52.516784,-1.855829,E01009413,Birmingham 030D,52.514,-1.8563,3398
B23 7PQ,52.511396,-1.860282,E01009413,Birmingham 030D,52.514,-1.8563,3398
B23 6BU,52.517473,-1.852776,E01009413,Birmingham 030D,52.514,-1.8563,3398
B23 7NT,52.512594,-1.855342,E01009413,Birmingham 030D,52.514,-1.8563,3398
B23 7PT,52.511998,-1.860486,E01009413,Birmingham 030D,52.514,-1.8563,3398
B23 6BX,52.517482,-1.853248,E01009413,Birmingham 030D,52.514,-1.8563,3398
B23 7ND,52.517304,-1.854132,E01009413,Birmingham 030D,52.514,-1.8563,3398
B23 7PW,52.512436,-1.858687,E01009413,Birmingham 030D,52.514,-1.8563,3398
B23 7LZ,52.51528,-1.853668,E01009413,Birmingham 030D,52.514,-1.8563,3398
B23 7NY,52.51115,-1.857792,E01009413,Birmingham 030D,52.514,-1.8563,3398
B23 7NE,52.516926,-1.853824,E01009413,Birmingham 030D,52.514,-1.8563,3398
B26 1EP,52.452439,-1.808303,E01008891,Birmingham 089B,52.45287,-1.80924,12357
B26 1ER,52.452269,-1.808819,E01008891,Birmingham 089B,52.45287,-1.80924,12357
B26 1ES,52.450757,-1.80806,E01008891,Birmingham 089B,52.45287,-1.80924,12357
B26 1ET,52.449408,-1.807919,E01008891,Birmingham 089B,52.45287,-1.80924,12357
B27 6TA,52.452877,-1.812539,E01008891,Birmingham 089B,52.45287,-1.80924,12357
B26 1EU,52.449758,-1.807447,E01008891,Birmingham 089B,52.45287,-1.80924,12357
B26 1EA,52.453979,-1.810092,E01008891,Birmingham 089B,52.45287,-1.80924,12357
B26 1BN,52.453841,-1.808636,E01008891,Birmingham 089B,52.45287,-1.80924,12357
B26 1EW,52.452067,-1.806745,E01008891,Birmingham 089B,52.45287,-1.80924,12357
B27 6RY,52.448652,-1.807407,E01008891,Birmingham 089B,52.45287,-1.80924,12357
B26 1EX,52.45089,-1.807206,E01008891,Birmingham 089B,52.45287,-1.80924,12357
B26 1ED,52.45453,-1.811679,E01008891,Birmingham 089B,52.45287,-1.80924,12357
B26 1EY,52.451132,-1.80669,E01008891,Birmingham 089B,52.45287,-1.80924,12357
B26 1EE,52.453512,-1.810594,E01008891,Birmingham 089B,52.45287,-1.80924,12357
B26 1DP,52.453461,-1.806768,E01008891,Birmingham 089B,52.45287,-1.80924,12357
B26 1EF,52.454789,-1.811001,E01008891,Birmingham 089B,52.45287,-1.80924,12357
B26 1EG,52.453304,-1.810095,E01008891,Birmingham 089B,52.45287,-1.80924,12357
B26 1EH,52.454624,-1.809044,E01008891,Birmingham 089B,52.45287,-1.80924,12357
B26 1EJ,52.453265,-1.808152,E01008891,Birmingham 089B,52.45287,-1.80924,12357
B26 1HS,52.45527,-1.807923,E01008891,Birmingham 089B,52.45287,-1.80924,12357
B26 1EL,52.453166,-1.807623,E01008891,Birmingham 089B,52.45287,-1.80924,12357
B26 1HT,52.454748,-1.807749,E01008891,Birmingham 089B,52.45287,-1.80924,12357
B27 6SD,52.450661,-1.809753,E01008891,Birmingham 089B,52.45287,-1.80924,12357
B26 1HU,52.45452,-1.806028,E01008891,Birmingham 089B,52.45287,-1.80924,12357
B27 6SE,52.451632,-1.809896,E01008891,Birmingham 089B,52.45287,-1.80924,12357
B26 1EN,52.452786,-1.806595,E01008891,Birmingham 089B,52.45287,-1.80924,12357
B29 5LX,52.433604,-1.973901,E01009501,Birmingham 101B,52.43646,-1.97005,1975
B29 5LD,52.436651,-1.971075,E01009501,Birmingham 101B,52.43646,-1.97005,1975
B29 5LE,52.437092,-1.972045,E01009501,Birmingham 101B,52.43646,-1.97005,1975
B29 5NX,52.434726,-1.969076,E01009501,Birmingham 101B,52.43646,-1.97005,1975
B29 5QL,52.437253,-1.971457,E01009501,Birmingham 101B,52.43646,-1.97005,1975
B29 5LF,52.436795,-1.972443,E01009501,Birmingham 101B,52.43646,-1.97005,1975
B29 5LG,52.43595,-1.971678,E01009501,Birmingham 101B,52.43646,-1.97005,1975
B29 5DN,52.433432,-1.970871,E01009501,Birmingham 101B,52.43646,-1.97005,1975
B29 5RD,52.438727,-1.970235,E01009501,Birmingham 101B,52.43646,-1.97005,1975
B29 5NH,52.433423,-1.97168,E01009501,Birmingham 101B,52.43646,-1.97005,1975
B29 5DP,52.433864,-1.97065,E01009501,Birmingham 101B,52.43646,-1.97005,1975
B29 5NJ,52.43426,-1.971606,E01009501,Birmingham 101B,52.43646,-1.97005,1975
B29 5NL,52.434889,-1.97037,E01009501,Birmingham 101B,52.43646,-1.97005,1975
B29 5QU,52.440732,-1.968115,E01009501,Birmingham 101B,52.43646,-1.97005,1975
B29 5QA,52.436389,-1.966545,E01009501,Birmingham 101B,52.43646,-1.97005,1975
B29 5HR,52.43905,-1.968043,E01009501,Birmingham 101B,52.43646,-1.97005,1975
B29 5NN,52.433891,-1.97243,E01009501,Birmingham 101B,52.43646,-1.97005,1975
B29 5QB,52.436345,-1.969045,E01009501,Birmingham 101B,52.43646,-1.97005,1975
B29 5LP,52.434736,-1.972944,E01009501,Birmingham 101B,52.43646,-1.97005,1975
B29 5HS,52.438718,-1.969132,E01009501,Birmingham 101B,52.43646,-1.97005,1975
B29 5HT,52.440129,-1.967836,E01009501,Birmingham 101B,52.43646,-1.97005,1975
B29 5DW,52.432723,-1.973166,E01009501,Birmingham 101B,52.43646,-1.97005,1975
B29 5NP,52.434988,-1.971826,E01009501,Birmingham 101B,52.43646,-1.97005,1975
B29 5QX,52.439815,-1.969719,E01009501,Birmingham 101B,52.43646,-1.97005,1975
B29 5NR,52.435761,-1.970369,E01009501,Birmingham 101B,52.43646,-1.97005,1975
B29 5NS,52.435634,-1.969178,E01009501,Birmingham 101B,52.43646,-1.97005,1975
B29 5NT,52.435266,-1.968222,E01009501,Birmingham 101B,52.43646,-1.97005,1975
B29 5QH,52.438062,-1.970971,E01009501,Birmingham 101B,52.43646,-1.97005,1975
B29 5LB,52.436722,-1.970119,E01009501,Birmingham 101B,52.43646,-1.97005,1975
B29 5NU,52.434582,-1.968443,E01009501,Birmingham 101B,52.43646,-1.97005,1975
